time_step,unit_id,node_id
0,0,0
1,0,234
2,0,0
3,0,126
4,0,125
5,0,126
6,0,125
7,0,126
8,0,125
9,0,127
10,0,134
11,0,135
12,0,134
13,0,135
14,0,134
15,0,135
16,0,134
17,0,135
18,0,134
19,0,135
20,0,134
21,0,127
22,0,134
23,0,135
24,0,134
25,0,135
26,0,134
27,0,135
28,0,134
29,0,135
30,0,134
31,0,135
32,0,134
33,0,135
34,0,134
35,0,135
36,0,134
37,0,135
38,0,134
39,0,127
40,0,134
41,0,135
42,0,134
43,0,135
44,0,134
45,0,135
46,0,134
47,0,135
48,0,134
49,0,135
50,0,134
51,0,135
52,0,134
53,0,127
54,0,125
55,0,126
56,0,125
57,0,126
58,0,125
59,0,126
60,0,125
61,0,126
62,0,125
63,0,126
64,0,125
65,0,126
66,0,125
67,0,127
68,0,125
69,0,127
70,0,125
71,0,127
72,0,134
73,0,127
74,0,134
75,0,135
76,0,134
77,0,135
78,0,134
79,0,135
80,0,134
81,0,135
82,0,134
83,0,135
84,0,134
85,0,135
86,0,134
87,0,135
88,0,134
89,0,135
90,0,134
91,0,135
92,0,134
93,0,135
94,0,134
95,0,135
96,0,134
97,0,135
98,0,134
99,0,135
100,0,134
101,0,135
102,0,134
103,0,135
104,0,134
105,0,135
106,0,134
107,0,135
108,0,134
109,0,135
110,0,134
111,0,135
112,0,134
113,0,135
114,0,134
115,0,135
116,0,134
117,0,127
118,0,134
119,0,127
120,0,134
