time_step,unit_id,node_id
0,0,179
0,1,234
0,2,221
0,3,13
0,4,60
1,0,177
1,1,0
1,2,194
1,3,190
1,4,63
2,0,178
2,1,234
2,2,221
2,3,17
2,4,66
3,0,226
3,1,0
3,2,194
3,3,190
3,4,70
4,0,178
4,1,234
4,2,221
4,3,17
4,4,183
5,0,226
5,1,0
5,2,194
5,3,190
5,4,70
6,0,178
6,1,234
6,2,221
6,3,14
6,4,97
7,0,177
7,1,0
7,2,194
7,3,155
7,4,94
8,0,178
8,1,126
8,2,221
8,3,152
8,4,97
9,0,177
9,1,125
9,2,194
9,3,155
9,4,70
10,0,178
10,1,126
10,2,99
10,3,14
10,4,97
11,0,226
11,1,125
11,2,194
11,3,11
11,4,94
12,0,178
12,1,127
12,2,99
12,3,8
12,4,97
13,0,177
13,1,125
13,2,194
13,3,6
13,4,94
14,0,178
14,1,127
14,2,99
14,3,9
14,4,97
15,0,226
15,1,134
15,2,194
15,3,124
15,4,70
16,0,178
16,1,135
16,2,99
16,3,9
16,4,97
17,0,177
17,1,134
17,2,95
17,3,124
17,4,70
18,0,178
18,1,135
18,2,94
18,3,9
18,4,183
19,0,177
19,1,134
19,2,97
19,3,124
19,4,70
20,0,178
20,1,135
20,2,94
20,3,9
20,4,97
21,0,226
21,1,134
21,2,97
21,3,124
21,4,94
22,0,178
22,1,135
22,2,70
22,3,9
22,4,97
23,0,177
23,1,134
23,2,183
23,3,6
23,4,224
24,0,178
24,1,127
24,2,76
24,3,9
24,4,97
25,0,226
25,1,134
25,2,219
25,3,124
25,4,70
26,0,178
26,1,135
26,2,76
26,3,9
26,4,97
27,0,226
27,1,134
27,2,183
27,3,6
27,4,70
28,0,178
28,1,135
28,2,76
28,3,8
28,4,97
29,0,226
29,1,134
29,2,75
29,3,151
29,4,224
30,0,178
30,1,135
30,2,78
30,3,147
30,4,97
31,0,177
31,1,134
31,2,75
31,3,144
31,4,94
32,0,178
32,1,127
32,2,76
32,3,143
32,4,97
33,0,226
33,1,134
33,2,219
33,3,144
33,4,224
34,0,178
34,1,135
34,2,76
34,3,147
34,4,97
35,0,226
35,1,134
35,2,183
35,3,151
35,4,224
36,0,178
36,1,135
36,2,76
36,3,147
36,4,97
37,0,177
37,1,134
37,2,75
37,3,151
37,4,224
38,0,178
38,1,135
38,2,76
38,3,147
38,4,97
39,0,177
39,1,134
39,2,183
39,3,149
39,4,70
40,0,178
40,1,135
40,2,70
40,3,185
40,4,97
41,0,177
41,1,134
41,2,97
41,3,151
41,4,94
42,0,178
42,1,135
42,2,70
42,3,147
42,4,97
43,0,226
43,1,134
43,2,183
43,3,151
43,4,94
44,0,178
44,1,135
44,2,72
44,3,147
44,4,97
45,0,226
45,1,134
45,2,183
45,3,149
45,4,94
46,0,178
46,1,135
46,2,70
46,3,153
46,4,97
47,0,177
47,1,134
47,2,97
47,3,186
47,4,94
48,0,178
48,1,135
48,2,70
48,3,77
48,4,97
49,0,226
49,1,134
49,2,97
49,3,74
49,4,70
50,0,178
50,1,135
50,2,94
50,3,72
50,4,97
51,0,177
51,1,134
51,2,97
51,3,75
51,4,224
52,0,178
52,1,135
52,2,70
52,3,78
52,4,97
53,0,177
53,1,134
53,2,97
53,3,79
53,4,70
54,0,178
54,1,135
54,2,70
54,3,78
54,4,97
55,0,226
55,1,134
55,2,97
55,3,79
55,4,94
56,0,178
56,1,127
56,2,224
56,3,81
56,4,97
57,0,177
57,1,134
57,2,97
57,3,79
57,4,94
58,0,178
58,1,127
58,2,70
58,3,81
58,4,97
59,0,177
59,1,125
59,2,183
59,3,79
59,4,70
60,0,178
60,1,126
60,2,76
60,3,81
60,4,183
61,0,226
61,1,125
61,2,75
61,3,79
61,4,72
62,0,178
62,1,126
62,2,72
62,3,81
62,4,183
63,0,226
63,1,125
63,2,183
63,3,79
63,4,76
64,0,178
64,1,126
64,2,76
64,3,81
64,4,219
65,0,177
65,1,125
65,2,183
65,3,79
65,4,76
66,0,178
66,1,127
66,2,76
66,3,78
66,4,75
67,0,177
67,1,134
67,2,183
67,3,79
67,4,76
68,0,178
68,1,135
68,2,72
68,3,81
68,4,75
69,0,177
69,1,134
69,2,74
69,3,79
69,4,76
70,0,178
70,1,135
70,2,215
70,3,81
70,4,219
71,0,226
71,1,134
71,2,150
71,3,79
71,4,76
72,0,178
72,1,135
72,2,215
72,3,78
72,4,219
73,0,177
73,1,134
73,2,150
73,3,227
73,4,76
74,0,178
74,1,127
74,2,77
74,3,78
74,4,219
75,0,226
75,1,134
75,2,150
75,3,79
75,4,76
76,0,178
76,1,127
76,2,153
76,3,81
76,4,227
77,0,226
77,1,134
77,2,149
77,3,86
77,4,78
78,0,178
78,1,127
78,2,152
78,3,81
78,4,75
79,0,177
79,1,134
79,2,154
79,3,86
79,4,72
80,0,178
80,1,135
80,2,152
80,3,81
80,4,183
81,0,177
81,1,134
81,2,155
81,3,86
81,4,76
82,0,178
82,1,135
82,2,14
82,3,81
82,4,183
83,0,177
83,1,134
83,2,11
83,3,79
83,4,70
84,0,178
84,1,135
84,2,7
84,3,78
84,4,183
85,0,226
85,1,134
85,2,6
85,3,75
85,4,76
86,0,178
86,1,127
86,2,7
86,3,76
86,4,75
87,0,177
87,1,134
87,2,6
87,3,219
87,4,76
88,0,178
88,1,135
88,2,8
88,3,76
88,4,75
89,0,177
89,1,134
89,2,151
89,3,183
89,4,77
90,0,178
90,1,127
90,2,148
90,3,76
90,4,150
91,0,177
91,1,134
91,2,214
91,3,183
91,4,153
92,0,178
92,1,135
92,2,8
92,3,76
92,4,149
93,0,177
93,1,134
93,2,11
93,3,219
93,4,152
94,0,178
94,1,135
94,2,8
94,3,76
94,4,154
95,0,177
95,1,134
95,2,214
95,3,219
95,4,153
96,0,178
96,1,127
96,2,148
96,3,76
96,4,150
97,0,177
97,1,134
97,2,214
97,3,75
97,4,215
98,0,178
98,1,135
98,2,148
98,3,78
98,4,150
99,0,177
99,1,134
99,2,144
99,3,75
99,4,147
100,0,178
100,1,135
100,2,143
100,3,77
100,4,150
101,0,177
101,1,134
101,2,144
101,3,150
101,4,77
102,0,178
102,1,127
102,2,215
102,3,77
102,4,75
103,0,177
103,1,134
103,2,144
103,3,150
103,4,76
104,0,178
104,1,135
104,2,143
104,3,147
104,4,219
105,0,226
105,1,134
105,2,144
105,3,144
105,4,76
106,0,178
106,1,135
106,2,148
106,3,215
106,4,75
107,0,177
107,1,134
107,2,151
107,3,150
107,4,77
108,0,178
108,1,135
108,2,147
108,3,147
108,4,150
109,0,177
109,1,134
109,2,144
109,3,144
109,4,153
110,0,178
110,1,127
110,2,148
110,3,147
110,4,150
111,0,226
111,1,125
111,2,151
111,3,150
111,4,147
112,0,178
112,1,126
112,2,185
112,3,147
112,4,149
113,0,226
113,1,125
113,2,149
113,3,149
113,4,147
114,0,178
114,1,126
114,2,153
114,3,153
114,4,149
115,0,226
115,1,125
115,2,150
115,3,150
115,4,153
116,0,178
116,1,126
116,2,153
116,3,77
116,4,149
117,0,177
117,1,125
117,2,150
117,3,74
117,4,147
118,0,178
118,1,126
118,2,215
118,3,72
118,4,149
119,0,226
119,1,125
119,2,150
119,3,74
119,4,152
120,0,178
120,1,126
120,2,77
120,3,215
120,4,149
121,0,177
121,1,125
121,2,150
121,3,74
121,4,147
