time_step,unit_id,node_id
0,0,0
1,0,251
2,0,0
3,0,251
4,0,0
5,0,50
6,0,48
7,0,49
8,0,53
9,0,55
10,0,56
11,0,202
12,0,56
13,0,201
14,0,56
15,0,55
16,0,53
17,0,49
18,0,53
19,0,52
20,0,57
21,0,242
22,0,201
23,0,242
24,0,201
25,0,134
26,0,201
27,0,134
28,0,202
29,0,56
30,0,201
31,0,134
32,0,202
33,0,56
34,0,201
35,0,134
36,0,201
37,0,242
38,0,57
39,0,242
40,0,201
41,0,242
42,0,57
43,0,242
44,0,54
45,0,52
46,0,51
47,0,48
48,0,50
49,0,0
50,0,50
51,0,48
52,0,49
53,0,53
54,0,49
55,0,48
56,0,49
57,0,53
58,0,49
59,0,48
60,0,49
61,0,48
62,0,50
63,0,48
64,0,50
65,0,0
66,0,50
67,0,212
68,0,50
69,0,212
70,0,50
71,0,212
72,0,54
73,0,242
74,0,57
75,0,242
76,0,54
77,0,212
78,0,50
79,0,0
80,0,1
81,0,0
82,0,50
83,0,0
84,0,251
85,0,0
86,0,50
87,0,48
88,0,50
89,0,48
90,0,51
91,0,48
92,0,49
93,0,48
94,0,49
95,0,48
96,0,49
97,0,53
98,0,49
99,0,53
100,0,49
101,0,53
102,0,49
103,0,53
104,0,55
105,0,53
106,0,49
107,0,53
108,0,49
109,0,48
110,0,51
111,0,212
112,0,51
113,0,52
114,0,53
115,0,52
116,0,53
117,0,55
118,0,56
119,0,202
120,0,219
